Average rail distance to other counties

230.643729946589
231.872853957192
204.020868635934
206.228732834208
225.722079214313
263.1241576821
245.110402212122
238.016376337016
201.226643250865
251.425271590194
213.228432071466
267.929216016013
186.376248408014
202.598763267769
181.699380116498
226.917722373281
201.517152989846
199.159212995018
201.804137925112
213.461997449119
222.493683434392
202.397771153602
200.940918348947
221.666583635697
242.474939402354
242.32210247882
264.245830586546
199.314473588216
176.791037803239
213.693227822215
186.429220349447
203.630094850355
187.354251803311
224.082233868206
204.411293535857
202.721285108719
178.059395296146
218.029379534106
186.90464677725
213.105738029324
180.825078377039
228.108267602074
312.28674827528
207.134230142627
176.034990235592
215.851228153919
188.905748600871
173.975550018096
213.057236689977
182.085158497317
200.922819938719
174.743148719308
169.567417807959
215.338402735824
280.585297020531
246.800043353455
323.304241239368
249.072297545826
250.468884794301
235.132069522062
217.395876106281
209.391299744463
243.89469225252
199.273921079653
240.759233751188
218.76248238504
190.219219896421
197.571242305155
193.645292345939
233.435393875891
320.91869664858
326.940255805507
260.925947983623
204.848549204009
239.391100207579
201.481304579086
263.990231582071
243.627334546681
237.577968350788
229.434629237952
215.06307480285
220.336267707991
218.893282037338
259.24474055365
205.931353088629
218.70378269895
250.393778957881
252.360675130953
206.22644593272
230.652991879522
212.339718589568
220.981941561819
158.222001418356
165.811245388883
166.236708462732
158.675178943791
166.971571374411
151.173894254906
167.310403417588
176.088542462194
169.743308586027
168.222253315696
191.748776044776
154.372215877324
174.272132227725
155.872482049876
180.484063106976
190.069268664721
193.154775849747
163.645554656016
175.353792600807
163.413817986357
158.842743048533
163.489378874042
150.024230900482
197.47226592339
198.293823241198
214.370917741736
250.948511784538
278.825970282666
186.472661644729
319.05610694197
177.425187606044
308.24369308511
273.06411245665
274.855623152116
186.080791079825
204.199662795906
218.785989454063
236.38675447394
207.968896488474
290.481227994467
217.571344018606
193.983443453299
187.956238838856
273.827064891479
207.116904595404
201.941058868973
174.962486734983
184.138940305735
184.608815954115
151.064651022601
204.223006323144
206.279916364795
164.124830303739
252.686486125483
209.031783020463
248.863937477275
173.046631877482
178.138946820518
166.292620792937
251.14080961913
197.449947428927
171.710372841693
171.362692618804
199.537388770528
192.3582759718
158.042535155778
289.187823411802
164.194618317495
202.477002724072
175.869827659471
184.150345117428
204.968048834153
167.375302740838
224.25688563084
182.003596680766
166.952958409646
202.795784360034
167.130807229205
187.371256914671
207.287176990721
253.117345843522
153.985162203677
232.179666119581
182.92250182105
169.971993353696
177.008948553582
154.746578104281
183.183109337311
264.098508272688
191.727759273159
179.942352324881
265.083372034043
213.50058119161
202.470248036868
179.342872283838
176.900799496804
226.306372337726
180.192212350467
175.619954742174
414.454296271933
347.154484021936
215.688159984033
249.408598581473
289.48745771656
228.208722221631
317.691903248824
237.391562851847
285.876434615069
233.438452360097
227.708913363628
241.867394125019
281.291896208973
241.387467176794
219.411517965511
227.94347094214
377.033948762288
223.618250649636
248.852075203314
226.454475964209
419.059646247876
289.272354861143
262.30937224994
224.561804192763
218.727840973616
292.552510014798
234.813640031465
252.402120847324
256.582449357555
241.758804803586
300.070580218066
279.446229105492
241.317885890165
355.807513356941
226.884578934335
268.456787798295
321.864993549694
200.492045838343
250.58100611546
225.423592621368
274.505071956246
305.308544058841
283.203035426146
231.735646400366
257.441381572501
209.241655723972
245.577314308336
233.926183150143
206.058182135616
253.847493280093
201.289177039691
255.649281096195
238.732984489808
267.70178657088
230.183922856138
201.34320714029
242.534466441834
206.144036218808
225.881730909797
230.107784576624
259.490164628078
216.363442939517
199.06290135443
194.833626811667
211.149205326752
169.594652899731
174.661847178642
179.058782232035
168.584425179654
183.10682832903
163.605420720043
195.175172382564
192.72872383168
186.441956324093
179.074828172126
184.143764512699
199.790727276324
174.043258255718
221.068844491842
200.479669784113
174.555352841143
171.825618850568
160.062334447476
172.660340776278
173.884963958233
205.068757081269
183.55564958078
178.134171217186
171.56001669796
187.363643286313
181.297752554709
186.329087114896
173.265570166043
170.448048048871
170.210545115371
180.349038035878
172.338092215227
193.112132790108
233.442967959404
179.253993522544
254.201484065457
191.920049979231
181.086238663706
210.157024584413
197.644979227186
226.553536193278
232.697794804979
181.046834393841
185.3746765173
231.793525104682
156.543538845702
178.281921965856
276.729861071483
265.513354931497
187.14663278206
222.91528197167
259.487267238768
278.882813258194
193.799750268466
254.371970697472
269.438121739919
282.915554157183
192.371660585715
194.969534410259
286.853135021179
203.896299492658
201.745855494115
256.440378676525
227.012724905962
333.012801943536
296.980378774405
224.553164030155
199.924641755193
205.437394132931
217.408722517027
169.449619204476
226.434281091445
198.73882696332
172.39080216048
183.945419800838
187.088861792072
159.067126886567
173.464325334806
184.072853217062
180.129927100438
174.781038942492
268.304915098182
197.382622778042
193.87297709045
174.279130802866
186.619646139073
219.830146405325
183.216836972864
173.221067529388
189.41435187289
171.072784581343
208.081558340233
180.893533936672
213.470109248241
206.807165241054
199.758562564004
202.030026727354
178.393250891723
237.260260032848
172.442657472612
169.112085447403
176.715461873341
168.306612195749
277.507804648208
229.334181196868
285.765597916402
263.464916874485
289.391560121066
263.734906941946
284.699332314805
307.746892847603
299.945986733649
324.339022118914
289.894018666517
263.113098718359
275.855931352799
245.254731263713
248.720866003592
275.523960540857
232.294944936897
269.997163884461
273.537005573398
257.572502620884
302.136922809947
