Log commuting market access

-2.23265492991292
-2.26169170018731
-1.79241682771294
-2.25356599369212
-1.91018780092428
-0.951130186592721
-2.43271269665771
-2.97938756095162
-0.442373996185653
-2.49073706671367
-0.492565436302938
-2.43003124513568
-2.53643205736239
-2.27663487605452
-2.02365709932145
-1.43780185330033
-2.07396783293464
-2.07156081036306
-1.91022364382875
-2.036464988949
-1.13694894581852
-1.69894047434315
-1.62234175639481
-2.52953537011594
-2.38035420759739
-1.94768042038028
-1.25754848892491
-0.537888428810488
-1.53852897793088
-1.35985845654917
-2.29016018461872
-2.75788631996927
-2.10814066161512
-2.41850291253605
-2.48340164010864
-2.37472406559564
-2.41558739121628
-2.6118078081227
-2.58061181856164
-2.79842704076642
-2.57456521455572
-2.70499556817035
-3.15764323987902
-2.49416144017829
-0.487509894721644
-2.94703210055061
-2.31707391103617
-2.13824148412272
-2.6275826853208
-2.10624316574007
-2.1941328958633
-1.05899947016776
-2.09244709644652
-3.03536159895629
-3.23231544806122
-0.174039827978283
-3.58693935535538
-2.7903354249128
-2.80304844965468
-2.83584717558796
-2.75224882265105
-2.20166472587495
-2.186278202273
-2.75128055022976
-2.67781782865894
-2.92898261124533
-2.15536434775101
-2.84744972103111
-2.26886979275776
-2.22330648327288
-3.53755832334896
-3.18398996324484
-0.898391985048825
-2.83173272603561
-0.435678250914077
-1.95268542733544
-1.62736373135798
-2.23634473848994
-2.95105735313519
-2.56501126492601
-1.9242938269356
-2.87807855317129
-3.08875261978977
-2.79157702287984
-2.32486397419976
-1.65668315102531
-2.51316102333901
-2.89522236660104
-2.35702893500095
-2.11626042249292
-1.60308738772749
-2.01474889642017
-1.98887861333451
-1.93185623518988
-2.1176220692597
-2.16202933988551
-1.81976356666134
-2.32293468614424
-1.7795158871888
-2.26581525658779
-1.99089789357752
-2.00692917484069
-2.43276697348242
-2.14747942514056
-2.45941329132897
-1.5888475981088
-2.08211072997352
-2.28732833692263
-2.36161078192579
-2.17240495598892
-1.88150669401938
-1.94200224464706
-1.57854679904861
-1.7804055218246
-1.53577527003962
-1.88186824866818
-1.83731078193897
-1.37111954653936
-2.40615650758946
-3.2347567181141
-1.43028047112429
-2.87415541136464
-2.18087068022934
-2.46429657201446
-2.59712930594456
-2.90586063147468
-2.00603752615234
-2.01704444172374
-2.26778101061181
-2.78556978455848
-2.17460478019955
-3.28751233460966
-2.3147642499185
-1.51339377780355
-1.20474282462184
-2.5652086434771
-1.61731777841175
-2.05262900047911
-2.30023026711487
-2.33920203129308
-2.18048264235325
-1.58097332850506
-2.029535096774
-2.40943132866196
-1.86271194041448
-2.57937021591154
-2.86867623085555
-2.80005879871656
-2.22658631297394
-2.48022657435703
-1.75776011399858
-2.56604326558182
-2.52587500913261
-1.98918538257446
-1.87700549712824
-1.76079159538894
-2.12389634567773
-1.31091716642575
-2.87734193433768
-2.4007589130396
-2.35108275203387
-1.4093621421921
-1.57301307086279
-2.45492022525606
-1.98441430394615
-2.79979455156806
-2.11806871353162
-1.56266582326878
-2.58668395161877
-1.99354419706663
-2.27146410098451
-2.41990169960445
-2.65976971801584
-1.7710304689349
-2.33562474794188
-1.54862130474199
-1.49406960476806
-1.7912258312176
-1.26580639932339
-2.02339741624322
-2.37851609508825
-1.79884173233236
-2.32187053664576
-1.81759004969544
-2.40022547649201
-2.39083524190615
-2.34386890577849
-0.862167152115437
-2.25314368011244
-1.74911506298171
-1.15889959712861
-3.82648562745399
-3.13393740764821
-2.28571298232203
-2.66680316572468
-2.87725965674594
-2.55343613288215
-2.77456366407526
-2.57855605348863
-3.44160303323164
-1.98698895076898
-2.51265588501528
-2.59748763985107
-3.02765103966426
-2.29243363524538
-2.33069308220354
-1.43565088201265
-3.5037716953477
-2.54140415043658
-2.70135764130308
-2.38638248870833
-3.70761205923529
-2.43460942719044
-2.68810911934463
-1.53831432292205
-2.43373656686125
-3.2989046287529
-1.98687722519992
-2.79727301375472
-2.86704980062704
-3.03268680941294
-2.88581875753661
-1.65273926771084
-2.81606912073365
-3.60612005391713
-3.04732070398327
-3.42861252802928
-2.86728643864722
-2.71449970486185
-2.42389087368772
-2.11179836728914
-1.5635821041236
-2.71799644835233
-3.29619359668198
-3.16026162756767
-3.23134955586168
-2.06996240170004
-3.01442660104029
-3.02706536479991
-2.67763222844382
-3.14746585106415
-2.61706943697959
-2.83625476969308
-2.89364917275921
-2.32515886147097
-2.63862644932488
-2.2631681648434
-2.93188887994937
-2.77224797085794
-2.22354658405802
-2.24834244259973
-2.41193982909758
-1.66417426987543
-1.13276966817591
-1.04276570581319
-1.76958473691079
-2.03694541768552
-0.773866254661033
-2.14122131464947
-2.11695231023605
-0.796554659252988
-1.95210310061134
-1.29509593470194
-1.85604753319614
0.293272145510457
-1.40825367371775
-1.07424513228733
-1.27766753332797
-2.11337897456124
-2.29288344687555
-1.1497876180704
-0.0357661207988584
-0.0219451409540995
-1.70023318311296
-0.863568691803513
-0.119291429088589
0.059941108709969
-0.633532357959219
-0.371224985226975
-0.354087456442663
0.0579079801397344
-0.41531475015585
0.156490753261359
-0.340664825343403
-0.331046476719726
0.0136757226000868
-0.818684381795751
-0.250385991453721
-0.265799897888948
-2.65865352319934
-2.26382953955273
-2.45706886702716
-2.24200078644673
-2.54892915381167
-2.61195879764252
-2.41415058064896
-2.6166622508002
-2.66906614339677
-2.27482924631352
-2.43499200133508
-2.6596166581762
-2.45726941800574
-2.02777852504977
-3.43412326784409
-3.29101823603736
-2.73980753118603
-2.74066984153283
-3.07151474130134
-3.27041976072621
-2.96965409817125
-3.44602570676813
-3.42142699844335
-3.29960925299493
-2.7928676177653
-2.88963231575655
-3.20136530976326
-1.6305736371498
-2.88876366177285
-3.19944629344041
-3.00860834096205
-3.56510122839098
-3.50150888188549
-2.51923747087563
-1.85702640674503
-2.70077720978935
-2.98546988958226
-2.32890481653132
-2.34286264272736
-2.30838304815766
-2.37502584165581
-2.40900466522238
-2.38170786542081
-2.23061446353737
-1.10532050995729
-2.22992869618458
-2.55005150648603
-1.25634842455952
-2.91298923439685
-2.41549096873692
-2.64571458294305
-2.40309601155217
-2.49759447746652
-2.84674513181925
-2.49997862109582
-0.58278184489811
-2.17054740786277
-2.29930945252875
-2.75211237199331
-2.1445396219588
-2.36619425717741
-2.38460186018861
-2.66339089339912
-2.41224882691924
-2.28057831652717
-3.18196250119962
-2.22192334246113
-1.48785675818515
-1.1276918757156
-1.23190652721588
-3.04454747692343
-3.20321968397431
-3.3936106269442
-3.08751995951204
-3.33845461752719
-3.2213967923438
-3.40779540420213
-3.29780053109243
-3.02322992938279
-2.93455590480694
-3.33049838516014
-2.92848127626704
-3.19707242928807
-3.18044410966751
-3.18861115760401
-3.2071412627178
-3.17104957647627
-3.35423271864195
-2.85443503736423
-2.90170974427447
-3.68411580689827
