House price

3693
2842
4322
2020
3101
4558
2354
2979
3395
3271
4420
2060
3172
4407
5078
3259
3316
4861
3732
4749
2380
3468
5479
2279
3550
2924
4093
4111
8407
3001
4867
3909
4397
3357
3370
2890
4173
2574
2690
3319
1962
3049
2688
3790
3920
3097
3028
2151
3038
5700
3684
6580
4651
3026
3847
2371
2765
3931
4050
3977
4748
4987
3855
4570
4002
3613
5373
3831
3644
5608
3380
2758
2878
4265
4153
7178
5184
3925
3057
3182
3219
3915
2810
3254
3684
3254
2688
2990
2771
4745
4924
3734
4443
3770
3959
4343
4096
3990
4468
3828
2301
4853
4358
4821
4089
3183
4311
4417
3940
4066
4423
3823
5750
4449
5532
5021
3953
4245
3718
3511
6105
3986
4643
4518
4317
7051
4472
4376
4608
2898
2884
11341
4634
6411
9339
4818
4394
4261
3974
4653
3261
5352
4988
3729
6283
2946
3236
2552
5743
4062
5255
2141
3841
6603
7030
3076
4022
6956
3473
3337
3749
3428
2105
3238
4680
4232
3253
6771
3968
6621
4671
3055
3252
4696
4721
4805
5031
5860
11775
3301
2132
2998
2746
2992
3063
3100
3360
3166
2174
3192
5744
3888
2945
4243
3753
3416
4716
3536
3065
2260
4070
4850
3629
2809
2848
3894
5315
3880
4500
3148
3416
3138
4065
3487
6269
3787
5765
4641
3522
3699
2983
3276
2895
4147
2855
3282
3399
2532
4535
4574
6593
5238
5371
3922
4043
2867
6303
5242
4161
3782
3781
4017
5579
6690
4597
4074
5106
5974
2513
9808
9021
4368
13929
3851
4500
4405
3511
3617
3887
2920
4145
2972
3886
3268
3099
3976
4179
3070
3538
3594
5276
2981
4162
4800
4180
4668
3309
4539
5863
3934
3476
3613
3726
4396
4130
3524
5510
3675
4204
4840
3121
2545
4250
3236
2603
3431
3042
4012
3744
4009
3197
3028
5684
2803
3135
3126
3323
4652
4621
4260
2843
3149
4718
2992
3348
3746
4541
3668
3016
3325
2986
3258
4994
6206
3381
3200
3524
3279
3245
3242
3604
4093
3491
3228
3208
3156
3318
2868
3940
3833
3600
3371
4563
3917
5963
3288
3521
3675
4205
3976
3940
3493
3740
4296
3266
4178
3918
4042
7371
2682
2927
2525
4359
3425
3291
7479
7066
5330
3471
5803
3007
4921
4192
3209
2287
3260
2231
5452
6362
8751
