Log employment density
-7.25744079888609
-7.49354439112986
-7.68595488518163
-7.29992708692258
-7.06779297439223
-4.28122457856095
-9.01377409767268
-7.1893792095912
-6.35794621006811
-6.97249614625045
-6.82160812736098
-7.44515640016033
-7.4050014676278
-7.47844062749942
-7.29542882599985
-7.66732099387425
-5.67702998834527
-7.76958545203783
-7.6186324191351
-7.68333785335649
-7.10197079753205
-5.96910986814717
-7.18090895997082
-6.98923033070928
-7.67588032236701
-6.97824901597742
-8.00864944101722
-4.02087362967003
-4.30577919263933
-3.59926162110872
-5.40994167593096
-8.06605365352549
-7.9205178278174
-7.85234234618146
-7.8957520220342
-8.32446208133603
-8.08087885657853
-8.05759601103911
-8.48534566996618
-8.26155031745466
-8.31825015119714
-8.2098638771696
-8.48501036700042
-7.7701095557411
-7.59328115386131
-3.4496941003477
-4.06487583801898
-4.52569478205226
-8.06379827470793
-7.38419323236732
-8.21373489261965
-6.76393488618563
-6.8858510909864
-7.62712927031314
-7.03433278852927
-7.35097370288745
-7.22247708293
-8.21548825342927
-6.92189392774056
-8.0296125304653
-7.16121942961777
-6.57837501009182
-6.27078737651373
-8.50876009993791
-3.71170919524232
-3.92879928896334
-3.7878506485805
-3.59228173799916
-5.94566989857022
-5.85326315740639
-4.68689032430023
-6.85636702638745
-7.47102611192134
-6.97670878612897
-7.24442498552469
-6.73184542415688
-6.07263926234684
-6.10067199148408
-6.1181396391125
-7.34892192449069
-5.21537433633167
-6.89886902728644
-5.6047045793173
-7.04976969079045
-6.91822838677171
-3.8305487252186
-4.22983289651888
-3.50575096811011
-4.09493587782228
-4.87428661320227
-3.82239837532415
-4.52202558757044
-5.27087161825338
-3.30911107523584
-4.69958049431979
-4.74343062088539
-4.27102794397588
-4.68292908169244
-3.84560135700548
-3.95087801969563
-3.93414567522974
-3.90407134305854
-4.13340267000353
-4.77119289186795
-7.28533895096432
-7.57151182868984
-7.40956631334785
-7.51437123241606
-7.69293695320743
-7.67954938846019
-6.74738424781108
-7.47012670062009
-6.73062635520337
-6.69829096464959
-6.40428720640851
-7.19991477706847
-7.72279446728311
-3.73902510397442
-8.28922001909438
-8.54217753781509
-7.53725955552637
-8.1524636177782
-7.42954040327206
-8.05539052517949
-6.8092327592868
-8.30917886531895
-8.45243975333451
-7.86723356249556
-8.35896407944861
-7.92682450763106
-7.80398741761925
-6.89283787104481
-8.21039408222957
-8.67233797172175
-8.17254230495023
-9.25094896221592
-8.70967581877784
-4.4887466431432
-3.65587404656948
-7.37077199607652
-7.81695242962384
-7.01296577259656
-6.95485503494048
-7.08405615752096
-6.85244265742629
-7.47232287528385
-6.49922719573752
-7.27492506433538
-7.54965211234348
-6.92951008521912
-6.36218026511321
-7.2676558183371
-7.89011046744734
-7.08923483299941
-7.25047221454279
-6.54296717803916
-7.29730551113349
-6.89532626675025
-7.15255857101325
-5.92153026258104
-6.72952598817389
-7.47564048848872
-7.1389693660905
-7.00679116378834
-6.89807229501999
-7.05220905545351
-7.59885925541977
-6.87095603661718
-6.71181885602252
-7.53108431901953
-4.08421610222945
-4.61638396406455
-3.70829330632559
-3.38270825617727
-7.90665797620972
-8.63610104803956
-8.42666704607423
-7.65879444139253
-7.92395237479942
-8.17787031792921
-8.3030319652609
-7.09222781324678
-8.39051955039015
-7.77443247438405
-7.33946210770341
-8.00161717249899
-7.77460699154299
-7.14742304767098
-8.00813312828065
-8.81220907781674
-8.14640317970007
-8.84167166439643
-4.3684542171962
-4.23994721894821
-6.57396365980286
