Log employment density

-7.43254275194136
-6.65913934868032
-6.48824254452345
-8.4339486797599
-7.41892883382976
-7.68434489938183
-7.00106671788196
-7.43296538165593
-7.25953219682656
-7.17730879642416
-6.73200409784835
-7.96414034871071
-7.80501381401955
-7.13445060170862
-6.33464013923566
-6.59795063829566
-7.66662556261041
-7.19265069190691
-6.25779856166799
-7.40077653173767
-7.56795854241518
-7.51103636042727
-6.24292775205309
-7.5606525954925
-7.17165173148718
-7.70153834468962
-4.94548773883086
-3.88755966634399
-2.11182518653148
-5.70183897408663
-7.14654805758354
-7.31132725425213
-7.30046486590838
-7.29955379305716
-7.37619213643958
-7.70065011629498
-6.85349073100779
-7.83595722989966
-7.53890341800553
-7.54846338907719
-7.74916713361292
-7.4556884582951
-7.74272378064994
-7.51482996256125
-7.50944222284478
-7.87091674900201
-7.35459161840336
-7.80138780780075
-7.56154229847217
-3.71758915133129
-4.35560464564096
-3.9090580183147
-4.35765413448701
-8.02603851698598
-7.57530980839596
-8.39349100615583
-8.02299456074003
-7.8086282132939
-7.71170933808521
-7.22011634000576
-7.57188598816076
-7.3837190884604
-6.97180071569967
-7.25826632904123
-7.256485345483
-8.08251286685871
-6.7861474094014
-7.5529027892374
-7.17395762606593
-6.78480017541331
-7.75838307355604
-8.47951803068054
-7.90295972609093
-4.54170476000994
-4.28421637580197
-3.47480681661015
-3.83945267839833
-7.69250316100911
-8.28546946203194
-8.09502890983911
-7.13258424775262
-7.82498515070791
-8.20359547863566
-8.39196650367044
-7.17901515106011
-7.10166486504542
-8.04350630636881
-7.39085338008823
-8.49193486966934
-4.12800573552509
-5.09260852873565
-6.63641265672742
-5.91835946612161
-7.81271338021734
-7.11408252773306
-7.04924112449224
-7.30516132205575
-6.71928176811484
-6.92619520575491
-7.19612090196608
-7.09965376450766
-8.26001908891432
-6.84334772635919
-7.9388453678679
-6.38288825532035
-8.53268760795925
-6.59268728437146
-7.31880140685425
-7.68406568850333
-6.88769796164941
-5.54126878465898
-8.27056152379538
-3.50652205937653
-4.44327176544881
-4.45923197713375
-6.64321484359777
-6.81851045373765
-6.03447559181889
-7.2095564655264
-7.0723831447078
-6.27617072161616
-6.88634406286167
-7.37708128450967
-6.62517690288816
-7.01496932153258
-7.02964834263976
-6.41456227842471
-5.86348728179583
-7.13273779427293
-7.01803351756722
-7.07368706493329
-6.87724077757714
-6.30497286386524
-5.85185431343237
-3.18913275320583
-3.86726036561057
-3.93211129098139
-7.72449211052695
-7.21578258187668
-7.30101325170571
-7.44291388196966
-6.10993945331782
-7.03574888639778
-7.55669439400037
-6.42629356572161
-7.83747578758068
-7.83490322269291
-8.08520155575837
-7.02810498205082
-7.39786231745685
-6.77418781377103
-8.11887815103981
-7.60946644118421
-6.34114504546321
-5.94647810958636
-7.90835902386697
-7.36387828534669
-4.90468051976242
-7.91978824224206
-7.80107414657151
-7.70606682860642
-7.5138361238606
-7.68989249649275
-7.75669748878633
-6.83216100782186
-7.69117960804634
-7.66002081424933
-5.76939510140523
-7.80739886653415
-6.40321026772083
-7.1863636365786
-7.65950564301466
-7.96420803020442
-6.78164207522649
-4.06130589163122
-3.9989028592447
-4.02777891495118
-3.52569865959109
-2.6709459064849
-7.22472285432578
-7.71615009048378
-6.69681144614
-7.53298212767859
-6.53843825547868
-7.7452030103176
