Average road distance to other counties

219.855368974238
203.712635624025
201.560862291653
195.036016240256
206.541503920783
236.108397979041
227.616096856627
232.79010962989
198.181921673983
239.6277772048
206.009269229831
236.231844306344
190.671331237987
177.93996385251
185.454005552856
205.848688391059
193.317975377834
196.881826893753
204.160120340518
182.534563251024
220.317372597384
194.230398234667
180.635540972926
213.257324258463
231.041659614861
211.75609499861
234.928979651656
198.974870216166
179.675755274174
216.97541584446
172.756762525975
201.824268250319
196.263122299156
191.498070060576
192.832267575154
201.086215388226
179.767577169087
184.745813028999
187.407855876828
203.757185460627
178.295088850496
192.370783962468
218.826617898701
198.002173524371
177.15999958534
215.268046669541
191.511958254801
163.182340202815
192.546805032114
189.781988594683
191.915648369562
177.00611965661
167.567073151657
243.516541590851
242.746570218344
248.217067230114
275.799863507366
222.007307770844
235.891340289261
218.275407851988
216.085283998637
211.988878123617
229.108071390382
203.813245582718
205.597516435513
234.85374840933
192.815050979121
219.435872506554
187.674848766581
220.601819130933
270.340387121579
254.516336850425
249.893975905036
232.911806889907
247.021794902329
209.860860371262
248.973642506852
230.710906924166
234.823634360179
211.292362289476
208.91168015056
226.768147095217
237.379024785799
220.534935050055
203.896192930991
207.759121770272
222.818847838272
236.843564209147
203.051952981835
224.405622916694
207.858399364633
162.252931423887
155.472313598661
154.084177456939
158.519274103787
158.640497673855
149.300992783123
163.914273765268
153.54767499447
165.3454770194
156.769719401163
158.264612561492
165.444938130915
162.074462238754
167.370146442767
155.389009914006
154.331446329536
163.092754363371
167.28996032182
160.653279872192
150.349435705292
150.59595599103
150.436042705184
151.080402142584
154.030893523971
199.929965172604
201.395059825318
182.401654014301
207.125626190828
255.11633174848
184.41733560141
224.23666066434
185.334867114835
207.687223882591
243.652141997518
234.231772306673
186.95281079781
199.271617247108
197.425714675251
229.688992997981
216.256910950881
255.324432861521
206.393477914949
193.26949401333
190.379346214961
235.16880600403
205.710961474169
167.929938346337
187.288439925741
183.682780486862
165.592988039117
158.942022311421
165.612151881549
187.864729513551
173.402694950677
196.065871435815
222.008797380343
202.810890483143
178.278467824465
193.99748810881
175.195349812761
212.000552697109
197.5246582477
171.429007472317
167.811360066622
176.371613091905
173.729881420921
158.28910415597
206.630279398522
173.845248918927
184.274922987305
178.623055725727
200.643193037183
185.262158863847
162.935611392302
206.719514437255
174.323981002477
161.756519098269
192.847506635044
174.212968939435
180.367738869268
192.722450445581
192.0120549854
158.23590489397
204.442227374027
172.052873741167
176.091394937947
194.988420337744
161.105032626242
184.482454280205
210.192309735172
192.221857099169
180.103757343657
185.412980193608
181.87319007673
202.446493559038
179.058922143148
182.556185108733
200.87449626423
182.800678623934
183.775717802955
316.624060435365
261.435434751722
218.318315201407
248.228532290363
253.5113034569
223.302682866293
259.98632655616
230.96588589208
268.505696742125
227.849824197292
216.034003580644
222.024175417207
268.423867801757
236.057204781712
221.699689192614
227.999068682613
285.428165083093
225.925489427984
241.626256890537
226.330006343737
310.449615985994
248.806112585811
256.381477827215
227.523980752305
224.055570678233
284.281694768351
243.331039180854
245.752095634343
246.443829218267
261.550308430229
227.645605758935
216.699626973708
243.009896940343
309.144871899772
231.644796997567
270.877124332991
292.156198468193
224.001928276997
205.785334348129
237.134613678825
212.799504217846
289.292692377542
259.228615932817
234.588954769551
244.694719004103
217.197563250562
249.523078975652
238.214680434844
213.735606840203
274.757310349382
227.629520010494
238.562875038293
254.758025985663
276.660762701238
215.718498905234
209.171893634519
260.315963802212
228.627535597938
238.140734265229
247.182605560534
281.4654722279
235.491919388496
172.233444945557
203.794085420066
206.504495544396
171.415654882247
174.981966780695
171.407612016385
179.034404022634
181.686402516941
178.745564179976
191.535247152179
203.012593306104
186.331708009506
179.900254440575
182.464253898719
196.889242377513
182.925912421567
220.643286247073
205.546509757386
170.401900609441
171.121539195347
165.859006104212
176.294591798839
172.175774316188
188.465879136126
177.504505710077
176.403349091012
174.493973100996
168.291412710258
172.945170625639
187.719014630902
171.203826998952
172.974806041347
170.932944515471
181.003193822744
173.088019779372
183.340376051914
204.229201117778
181.176828733342
198.283569716532
186.083769530521
172.583039834987
207.298647992604
200.089963126151
195.423252126991
216.96398806197
180.669412136583
190.76297146721
206.713131845051
177.77240035535
178.599155373045
268.136825938359
256.266670444869
205.850103416179
236.667046332982
261.936228829744
269.74052944706
223.023450251
277.224321417585
260.831145819312
252.561639799855
210.97519383311
211.606712314233
282.290319508877
234.625409150737
226.743578174398
247.065119715651
231.15713019909
298.651363877728
288.911159610927
233.053077828382
229.634230575659
209.939259754126
222.078769402853
179.669278290469
185.971279808961
188.302487097397
181.191040732652
171.145400915791
173.644350467186
162.243271761125
168.26392510302
185.377376174775
187.925046764423
182.994366100025
210.428076101857
192.051311173623
198.539362666832
180.489970927628
179.17773648022
218.168182744857
180.058849893448
176.333598013644
187.625817278557
172.332479835774
205.453918496474
181.383509101617
183.663599503347
160.984703042843
198.676089167965
197.424753862373
175.361154017951
230.968384828563
173.349054537451
166.673711849356
183.495455082394
178.338440950393
283.249356608127
256.155398510135
268.641041562545
277.408870295084
293.506927948467
265.429030021945
296.068570333096
299.418350254453
279.853724564218
245.108193300161
292.791461163893
250.630579651487
291.557389409895
271.823286842031
255.484938851075
280.603714871311
239.971715933239
287.94068278499
288.440356076798
275.32382656889
313.534922903089
