Log population density

-7.46737351141777
-6.40917747488865
-6.29130574658193
-7.98606839285101
-7.1706387186601
-7.37126218107073
-6.90234669870821
-7.35821349447674
-7.05418213709557
-7.04282102521338
-6.58828931783313
-7.65587346289917
-7.62583660099717
-6.87727529345133
-6.37173643740987
-6.92645652336522
-7.29202161598094
-6.94149671522466
-6.18370807823842
-7.03403859590563
-6.84287451655576
-7.28994668157172
-6.2333805325409
-7.28233748957965
-7.12420555164922
-7.33609491093094
-5.17788175842267
-4.08074940628135
-2.36570225851504
-5.83529427112491
-6.95214617844888
-7.28759782999924
-7.01289348026838
-7.01717897855347
-7.26270497790856
-7.37105803383158
-6.76606742969895
-7.59545058239697
-7.33493015742098
-7.21979445523478
-7.51057905634309
-7.34006181306204
-7.64553753121188
-7.39525068891513
-7.04821773556175
-7.72939248417354
-7.21210423850637
-7.4453930144436
-7.32697251817385
-3.93878385915415
-4.55060131023417
-4.16836236145567
-4.66948417889778
-7.83094080703789
-7.52823488580362
-7.92710457014514
-7.96178983832378
-7.67288719876308
-7.56111542470681
-7.10452526750635
-7.33865313255057
-6.82349942572268
-6.92238203253008
-7.15370959082637
-7.14383660498112
-8.00773827020506
-6.74994333572772
-7.40168868064519
-7.10859446899983
-6.50628733505133
-7.69446626241421
-8.32708173495224
-7.51970928165844
-4.76986954948918
-4.6150000044349
-3.86235259640292
-4.46870118697285
-7.44381344279465
-8.21637751688364
-7.95359831561812
-6.98704080397225
-7.8032011733657
-8.06464786855306
-8.29398609531024
-7.26453732449827
-6.78817114064513
-7.7750631826489
-7.3739765916598
-8.3360481988499
-4.33841105458198
-5.27658596889224
-6.69499526011572
-5.87407828244745
-7.45987106680392
-6.98260085669224
-6.78897852637828
-7.15264937964527
-6.46637600555764
-6.75778319132011
-6.85732225416161
-6.64710228557814
-8.12225400460743
-6.79441315506002
-7.87191657361979
-6.29198566833843
-8.02233552510421
-6.50171257765078
-7.2499858379141
-7.55206483033401
-6.79588212725486
-5.37836688335537
-7.83572932941468
-3.66614201745972
-4.70482905015945
-4.47706640360049
-6.37308135446107
-6.65012514675811
-5.76892147433465
-6.98822338347613
-6.95528836952388
-5.96480560558554
-6.73485396604325
-7.10014222918861
-6.35188356788847
-6.63159005062609
-6.96814053603937
-6.23887877802422
-5.59651063898265
-6.78734691417365
-6.8769861790062
-6.61561919737447
-7.0739044990369
-6.04280791357645
-5.59550637764548
-3.48220564641161
-4.57233817960238
-4.539220162811
-7.39013199296955
-7.10940545252473
-7.00066824574298
-7.24152410269449
-5.75379765505778
-6.9514120896394
-7.34105625191185
-5.73700781979201
-7.68359712407608
-7.77957938156425
-7.89148801506444
-6.53649502786127
-7.33973378531432
-6.64642619528377
-7.77598917080616
-7.47901893554542
-6.07780611245351
-5.6390846767012
-7.32135625061735
-7.16726165927411
-4.74888933794919
-7.7656375624148
-7.58128580428286
-7.3793382141402
-6.97888677583055
-7.29235764406057
-7.51785324608229
-6.61241632594606
-7.60587356737629
-7.31530948257285
-5.77514458672414
-7.50024353399243
-5.77115450253689
-6.98520225345311
-7.43263912700489
-7.80927914022116
-6.43072538756324
-4.44076812920523
-4.3582797706075
-4.26861799991764
-3.80968536790836
-3.06505098566695
-6.93957377338233
-7.44047632321515
-6.65723460701117
-7.34017206884484
-6.51916962918965
-7.51734752053599
-7.08427709932269
-7.4436732547131
-7.24048411961726
-7.14310782293956
-7.02120568739585
-4.7388188085234
-8.99246506541834
-6.7865615260619
-6.36707253734749
-6.92906316539895
-6.77670606983935
-7.19527746467931
-6.83115971349523
-7.31231601100938
-7.19879853498725
-7.35544504123095
-5.73143535834806
-7.4370208295209
-7.08902254130983
-7.40270769858057
-6.83044022658118
-5.6756401413413
-7.25019043909769
-7.15477346961828
-7.26969514222054
-6.88246044624924
-7.92371268414596
-4.97730135010231
-4.71846637482421
-4.14486895592007
-5.43794016747476
-8.04454035187325
-7.58103164080319
-7.80908928960101
-7.85041607684511
-8.29225024136902
-7.9521234583601
-7.87261898302381
-8.35876506188932
-8.11975133860394
-8.25261413589417
-8.11773565463072
-8.13141689093667
-7.78205881779687
-7.55433916012083
-3.62652894498314
-4.19270920952887
-4.68339370995205
-8.02953410492558
-7.36449036275658
-8.16416159751491
-6.42932712853838
-6.69658817517779
-7.49878201788997
-7.02746023276502
-7.27113155087173
-6.96703810025829
-7.85599554812575
-6.6091257381806
-7.8209490052499
-7.05148073669609
-6.52795929364562
-5.85979986238625
-8.31937940212027
-3.93480253802147
-4.19872591029952
-4.0283737329212
-4.13070570142177
-5.49427856459991
-5.5018984846892
-4.53986383412832
-6.29176363266206
-7.10681114353471
-6.70158136363363
-7.14553342999351
-6.61546195781937
-5.81025011204312
-5.95105394458554
-6.22920370582673
-6.54893072146771
-5.10122799199184
-6.81813948521375
-5.28702876497697
-6.7643664798946
-6.60128916279865
-4.32308345272364
-3.91982331252559
-3.51569112750226
-4.39859221294112
-4.983950654151
-4.34631063998311
-4.73245868739322
-5.05976879825312
-3.96450320129557
-4.43838761000998
-4.35540859558222
-4.03059296846116
-4.75781826421506
-3.55964423656886
-3.89344393937509
-3.32915341078867
-4.12205678514218
-3.95939516086918
-4.7263871746737
-7.24963924387503
-7.32700350725967
-7.19122207316537
-6.99320646219623
-7.60868673765913
-7.52252588776245
-6.67476126060884
-7.33485587461213
-6.65881255885352
-6.58259517335929
-6.44477624432968
-7.12360247650362
-7.6607720791235
-4.24043503512077
-8.1682432929534
-8.3820105642321
-7.37604377171896
-7.90680782639924
-7.37537073192189
-8.04392072603155
-6.83530915570525
-8.17895178469847
-8.32267484350546
-7.84656023925077
-8.19645211376339
-7.74761368537106
-7.77520323183235
-6.584347860801
-8.0823984886373
-8.55189018881874
-8.04784026133865
-9.19099639454166
-8.51326952210215
-4.58451704560286
-3.97372236119742
-7.32994355308439
-7.65177502210121
-6.80544168203659
-6.87046296349405
-6.92039506029722
-6.68391169976193
-7.10553068519064
-6.67083293386053
-7.17854180211185
-7.19852857711913
-6.66008355663333
-6.40079643378812
-7.07731280073148
-7.69525741834147
-6.9805883020899
-7.06789821652614
-6.50196714054352
-7.23916309009391
-6.89722282371419
-7.04964782235679
-5.9363683599303
-6.651989689322
-7.3544322638175
-6.94799750598017
-6.82056243308478
-6.72239827891059
-6.97053526178304
-7.32254608654665
-6.80768364844482
-6.67739802191856
-7.48828232511624
-4.40061534768471
-5.0399696622662
-4.03232661904477
-3.6762434076187
-7.74578193655524
-8.34257841680638
-8.40380636628937
-7.6392536675466
-7.75641913344285
-8.00825879764472
-8.08704583696568
-7.12141373136365
-7.88039800847496
-7.64794140997927
-7.24065142718831
-7.69622731084563
-7.45181396236647
-6.95783798759425
-7.93176520168774
-8.67867768519222
-8.03913533339726
-8.64730583773664
-4.64914559446237
-4.36898544369085
-6.67051906998156
