Log employment potential
-2.27350510786993
-2.55672683534554
-2.92064684776584
-2.52208986226176
0.412006115993025
-2.37209232037627
-2.31020565415233
-2.81149001780281
-2.05874210204634
-2.29883865261651
-2.38977611094848
-2.6867140707832
-2.56666492990958
-2.16771055682027
-3.24446018557691
-2.14609453343699
-1.25700289779866
-1.53533630482326
0.0410287015219567
-3.50347014043825
-3.51728178027935
-3.69490271877407
-3.32711587135437
-3.66857270600607
-3.52519144941739
-3.765497997925
-3.61370214487395
-3.35064567060226
-3.23388999777721
-3.43454972009444
-3.2834908596246
-3.49812604171038
-3.39900539364736
-3.47613617278521
-3.61998622370227
-3.40830373838943
-3.73985024208562
-3.10327550088161
-2.7771485752929
-4.10660151470145
