Log employment potential

-2.77563327615975
-2.53546587955451
-2.49025083323969
-2.69587010919485
-2.54028234584001
-1.58006265421518
-2.95445413848289
-3.20156689722346
-0.895465754861638
-3.0830777893596
-2.43412530623146
-3.10242475149578
-2.67349362821451
-2.27317250433214
-2.17804918091862
-2.38720749922972
-2.37669399533943
-2.40923096727824
-2.17019947341787
-2.13980410557996
-1.75716481691153
-2.49943675362027
-1.49195637406594
-2.81534162015682
-2.91327352320059
-2.69895885733686
-2.1253440846263
-1.29939383081381
-1.09067728375501
-1.99002600034833
-2.3449129544783
-2.86853346943206
-1.64127630258882
-2.54871257696922
-2.73255458346637
-2.62402683644995
-2.33578376224598
-2.75925084691841
-2.59784679590395
-2.79071923611638
-2.67848590810074
-2.89051041220257
-3.25829723738122
-2.61820473065703
-0.224815870821727
-3.0441371948539
-2.58956666773304
-2.20005055809385
-2.58514259430797
-1.80115362794854
-2.36561775413583
-0.972887341163632
-2.15161599790959
-3.09580689020778
-3.25709929473198
-0.643000307657988
-3.77178479027171
-2.92673466984507
-3.00136145074437
-2.83227954372861
-2.74495697864082
-1.72566115869622
-2.81125229325432
-2.63697883648723
-2.69682148314061
-3.16039543271457
-2.204967237744
-2.91466552737578
-2.24083179235177
-2.40851369569453
-3.60406664754746
-3.52997259236929
-1.41852786246552
-2.89699119115022
-0.746621309169906
-1.47748269649238
-1.35716683064227
-2.37555301623099
-3.32915882767925
-2.82838404951852
-2.38318010323258
-3.14176148038437
-3.34644488843685
-3.0720894195987
-2.57255508015692
-1.9185395533342
-3.02280978159623
-3.32362435524565
-2.79084000788662
-2.34406239932279
-1.91087651017013
-2.39726659062269
-2.02473700952235
-1.9465554939009
-2.16318313759874
-2.12642634271241
-1.47573125674806
-2.35221926298341
-1.47648692308185
-2.42608841419058
-1.97268089706343
-2.26467003722735
-2.47971482814185
-2.1310365073952
-2.46744711301666
-1.77850203100316
-2.0024667924119
-2.40279207976572
-2.435739542697
-2.22784706347278
-1.69878305742126
-1.78761935523863
-0.763917906889429
-1.73116309715567
-1.68158221325852
-1.70368365633844
-1.71801613192539
-1.45632633059824
-2.42876231042309
-3.13952675697143
-0.974686448087416
-2.7117345786564
-2.15465045848995
-2.25527768710032
-2.22144890360174
-2.76022922631595
-2.08659309398774
-2.09061938389913
-2.21932840126288
-2.72702254753563
-2.03295359147943
-3.19136725603802
-2.19261777012604
-1.09506804969179
-0.452123246535206
-2.07146198504638
-1.63154905753414
-2.05728946137903
-2.39975133899677
-2.1228333145592
-2.39113965762262
-1.54403070956826
-1.92633924675312
-2.59015349872975
-1.49224008803727
-2.79151663935629
-3.01252930644177
-2.90238635834136
-1.75551213141007
-2.57959463506642
-1.71861950145715
-2.87440947290081
-2.54180269000131
-1.47689708438444
-1.43548766958651
-2.22572999843219
-2.12179904969206
-0.961356448152274
-3.04369681862723
-2.52033403402834
-2.30036300880584
-1.22414156298914
-1.79685294727601
-2.71058066834142
-2.09972190719783
-2.82650581966069
-2.23771981260467
-1.29176132458953
-2.4872995556533
-1.42402777937127
-1.99024533169946
-2.60750065556367
-2.852019241217
-1.72518115552242
-2.68413696410938
-2.06088126634155
-1.3647447515589
-1.78159998067237
-0.0970115134214297
-2.22044968118445
-2.78802477992725
-2.18746043108968
-2.51703523312631
-2.16157007285028
-2.61442862806243
-2.5955011014381
-2.50932769149704
-0.886527853180733
-2.55110790496373
-1.99750302774725
-1.33219294732525
-4.15921080472388
-3.15413689774161
-2.13839257849845
-2.61268547087336
-2.80134121919832
-2.56427614534428
-2.722399485464
-2.63124746104023
-3.49702856590627
-1.88436932417779
-2.4223561883922
-2.67718400957492
-3.1448310182252
-2.26451733110886
-2.23812645067576
-1.05864609189905
-3.54019615732237
-2.61684472086245
-2.64651514644241
-2.66254579085176
-4.03878246682027
-2.39374056339796
-2.8095338198374
-1.17182103524411
-2.71536591871459
-3.65469651734176
-1.44142857810049
-3.27960661055105
-3.27316123666793
-3.43500259121348
-3.21542926772965
-2.22265623726635
-3.04769086537668
-3.92610396410246
-3.237481814559
-3.54625687793676
-3.18920455652416
-2.931484280424
-2.64702939269498
-1.80431129830593
-2.21901739245034
-3.0686722088916
-3.51375249078168
-3.27594999554349
-3.44516600701698
-2.32273765966407
-3.13849492523122
-3.18968917236555
-2.86944970730824
-3.4036607147693
-2.91498558723707
-3.16949070954299
-3.1722736953453
-2.51980728283957
-2.82970495817552
-2.46546653932294
-3.02775580591252
-3.07776649022402
-2.19255666844875
-2.60012300545348
-2.61601408121344
-2.3854430503621
-1.29505967288773
-0.801923389159237
-1.90775309085482
-1.97831295046824
-0.946387165392447
-2.17449456964193
-2.25724696401743
-0.975898659938659
-2.09743052617675
-1.5099092561422
-2.25160000680304
0.223594720260969
-1.58808364200748
-1.1896692624461
-1.83130269298339
-2.2892313730968
-2.3441219644015
-0.960456976388542
-0.472301613166143
-0.256539203413222
-1.54845614929591
-1.10331233864008
-0.276519371270592
-1.38546212785396
-1.00822278344386
-0.198682957735926
-0.469158451573158
-0.510478876997348
-0.563236346672659
-0.464232455262557
-0.670196501504231
-0.395007266888995
-0.253652243846539
-0.847127137281628
-0.50081381240861
-1.10048524044274
-2.71132969326796
-2.33601693691491
-2.52328702801512
-1.99857002485779
-2.60955702334894
-2.71638594814819
-2.52003632696986
-2.69874588705799
-2.82575619356629
-2.3849858563159
-2.55173438905027
-2.72455486457656
-2.56588026091863
-1.78376055600751
-3.73375584253343
-3.5700676342583
-2.86951354453479
-2.98759051432416
-3.34326351720871
-3.65086814735009
-3.05363276817586
-3.7751769579137
-3.64224723903171
-3.54382732556133
-2.95979243164983
-3.01366497543803
-3.62779544318089
-1.48009820203503
-2.99698152672549
-3.50247708348904
-3.20066564491135
-3.99505021358099
-3.9526761552244
-2.78757973589534
-1.89599117787934
-2.83721337093717
-3.14471971621664
-2.16121485606135
-2.47565633359998
-2.33368625419806
-2.35865983293233
-2.37665378540913
-2.38854578821624
-2.31543194181391
-1.29593085869786
-2.25037317195969
-2.4745273526701
-1.39748659172059
-3.06278536456208
-2.37539288924218
-2.60218691131989
