0201000;22202
0202000;17674
0203000;19392
0204000;4616
0205000;10045
0206000;8299
0207000;10380
0208000;27945
0209000;15060
0210000;9406
0211000;24425
0212000;7104
0213000;8388
0214000;24063
0215000;26746
0216000;30557
0217000;8380
0218000;15236
0219000;40843
0220000;18015
0221000;6394
0222000;10625
0223000;62546
0224000;12013
0225000;18543
0226000;7494
0261000;22318
0262000;33027
0264000;296000
0265000;28159
0401000;10765
0402000;19989
0403000;27105
0404000;10249
0405000;11042
0406000;9480
0407000;37216
0408000;11556
0409000;10333
0410000;16982
0411000;7530
0412000;9749
0413000;9876
0414000;23114
0415000;19392
0416000;11807
0417000;9240
0418000;17355
0419000;14741
0461000;123030
0462000;21421
0463000;66958
0464000;30960
0601000;25911
0602000;24813
0603000;12290
0604000;11962
0605000;10228
0606000;13278
0607000;21161
0608000;19092
0609000;30035
0610000;17193
0611000;28253
0612000;16446
0613000;8462
0614000;30352
0615000;14567
0616000;13561
0617000;15229
0618000;18302
0619000;7506
0620000;19891
0661000;15024
0662000;13883
0663000;130995
0664000;18565
0801000;15938
0802000;10093
0803000;12184
0804000;17719
0805000;11488
0806000;9828
0807000;7684
0808000;20557
0809000;14791
0810000;12477
0811000;20094
0812000;8222
0861000;39880
0862000;48957
1001000;36538
1002000;27785
1003000;10326
1004000;14468
1005000;19309
1006000;19107
1007000;17372
1008000;29380
1009000;10611
1010000;19096
1011000;10636
1012000;27038
1013000;14808
1014000;31420
1015000;8449
1016000;29693
1017000;19554
1018000;12260
1019000;16940
1020000;41640
1021000;6297
1061000;252948
1062000;22668
1063000;11654
1201000;24331
1202000;18594
1203000;25497
1204000;11278
1205000;23578
1206000;66616
1207000;27958
1208000;12166
1209000;25690
1210000;40042
1211000;37548
1212000;29121
1213000;33195
1214000;9536
1215000;17679
1216000;34419
1217000;14003
1218000;33966
1219000;33997
1261000;387750
1262000;34908
1263000;40613
1401000;8125
1402000;22416
1403000;24954
1404000;10363
1405000;23452
1406000;32104
1407000;13775
1408000;18163
1409000;8404
1410000;8790
1411000;9441
1412000;29697
1413000;20835
1414000;22857
1415000;17931
1416000;17375
1417000;31238
1418000;46730
1419000;19001
1420000;25166
1421000;52467
1422000;12750
1423000;9434
1424000;10711
1425000;24016
1426000;21100
1427000;10490
1428000;22811
1429000;14868
1430000;6130
1432000;47968
1433000;14290
1434000;45467
1435000;19078
1436000;7775
1437000;8074
1438000;17399
1461000;16854
1462000;46431
1463000;57412
1464000;27101
1465000;1029296
1601000;18381
1602000;8629
1603000;22244
1604000;13120
1605000;18401
1606000;9316
1607000;24828
1608000;15586
1609000;20245
1610000;11120
1611000;18243
1661000;59279
1801000;3993
1802000;11725
1803000;38746
1804000;27754
1805000;26064
1806000;13013
1807000;17379
1808000;13579
1809000;11424
1810000;17610
1811000;44531
1812000;10696
1813000;11096
1814000;16045
1815000;16540
1816000;40314
1817000;25248
1818000;30662
1819000;11106
1820000;13489
1821000;4986
1861000;22711
1862000;17857
1863000;94421
1864000;10938
2001000;14991
2002000;31094
2003000;15497
2004000;10371
2005000;11333
2006000;8369
2007000;12348
2008000;8211
2009000;6354
2010000;10245
2011000;16082
2012000;7768
2013000;15659
2014000;10627
2061000;93206
2062000;16300
2063000;20563
2201000;19852
2202000;24374
2203000;12278
2204000;26382
2205000;32972
2206000;16342
2207000;21171
2208000;13042
2209000;10377
2210000;5245
2211000;16484
2212000;21592
2213000;30038
2214000;29241
2215000;37922
2216000;7458
2261000;184227
2262000;76402
2263000;28019
2264000;13470
2401000;27413
2402000;37914
2403000;41898
2404000;22114
2405000;24919
2406000;17834
2407000;18269
2408000;28203
2409000;15455
2410000;30894
2411000;29852
2412000;10070
2413000;35016
2414000;18697
2415000;30396
2416000;25041
2417000;29615
2461000;78046
2462000;28899
2463000;28511
2464000;76690
2465000;41554
2466000;84350
2467000;26580
2468000;22626
2469000;173533
2470000;17281
2471000;10024
2472000;31350
2473000;39402
2474000;15376
2475000;50376
2476000;7318
2477000;47569
2478000;36898
2479000;15843
2601000;19095
2602000;18625
2603000;7352
2604000;35236
2605000;14960
2606000;12116
2607000;20843
2608000;10052
2609000;23222
2610000;14015
2611000;24899
2612000;19874
2613000;11565
2661000;75263
2801000;9448
2802000;6747
2803000;14628
2804000;11736
2805000;19007
2806000;10229
2807000;24515
2808000;9814
2809000;7448
2810000;10197
2811000;7180
2812000;9981
2813000;8150
2814000;25528
2815000;22190
2816000;8703
2817000;14419
2818000;5341
2819000;3290
2861000;25863
2862000;65431
3001000;12406
3002000;20924
3003000;32533
3004000;22236
3005000;15488
3006000;17852
3007000;18980
3008000;26324
3009000;20152
3010000;23898
3011000;20329
3012000;35454
3013000;16183
3014000;7930
3015000;24336
3016000;14523
3017000;48074
3018000;15067
3019000;36944
3020000;16062
3021000;146586
3022000;19052
3023000;13666
3024000;25553
3025000;16263
3026000;16678
3027000;23137
3028000;14994
3029000;20301
3030000;24643
3031000;25611
3061000;33429
3062000;23333
3063000;22578
3064000;255998
3201000;8955
3202000;6786
3203000;11114
3204000;21943
3205000;10593
3206000;15110
3207000;7151
3208000;17348
3209000;10798
3210000;12882
3211000;22088
3212000;6409
3213000;8780
3214000;23617
3215000;14554
3216000;7567
3217000;9114
3218000;5887
3261000;35732
3262000;124798
3263000;8116
